Gene	Accession	Chromosome	End	Start	Strand
Lyn	ENSMUSG00000042228	4	3813122	3678115	+
Chchd7	ENSMUSG00000042198	4	3951046	3938888	+
A830012C17Rik	ENSMUSG00000085996	4	4188703	4138321	+
4930423M02Rik	ENSMUSG00000086066	4	5642284	5632328	+
Fam110b	ENSMUSG00000049119	4	6108223	5644090	+
Ubxn2b	ENSMUSG00000028243	4	6221688	6191098	+
Sdcbp	ENSMUSG00000028249	4	6408423	6365650	+
Gm11802	ENSMUSG00000086052	4	6704160	6688169	+
8430436N08Rik	ENSMUSG00000086070	4	7573801	7560688	+
Gm11795	ENSMUSG00000085630	4	7763930	7759670	+
Rab2a	ENSMUSG00000047187	4	8607778	8535644	+
Chd7	ENSMUSG00000041235	4	8867659	8690406	+
Clvs1	ENSMUSG00000041216	4	9451691	9269293	+
4930412C18Rik	ENSMUSG00000085558	4	9823411	9770585	+
Gdf6	ENSMUSG00000051279	4	9862345	9844372	+
2610301B20Rik	ENSMUSG00000059482	4	10899425	10874498	+
Gm11827	ENSMUSG00000086765	4	11126998	11122805	+
Trp53inp1	ENSMUSG00000028211	4	11174379	11156431	+
Ccne2	ENSMUSG00000028212	4	11204779	11191351	+
Virma	ENSMUSG00000040720	4	11550684	11485958	+
Rad54b	ENSMUSG00000078773	4	11615805	11558922	+
Fsbp	ENSMUSG00000094595	4	11587591	11579665	+
Gem	ENSMUSG00000028214	4	11714752	11704457	+
Cdh17	ENSMUSG00000028217	4	11817895	11758147	+
1700123M08Rik	ENSMUSG00000085614	4	11994280	11966565	+
Gm11842	ENSMUSG00000085467	4	12040894	12027505	+
Rbm12b2	ENSMUSG00000052137	4	12096243	12089439	+
Rbm12b1	ENSMUSG00000046667	4	12146731	12140264	+
Gm11846	ENSMUSG00000085909	4	12314583	12271399	+
Triqk	ENSMUSG00000055963	4	12983553	12906838	+
Gm11820	ENSMUSG00000086227	4	13096806	13076140	+
Runx1t1	ENSMUSG00000006586	4	13893649	13743436	+
Pip4p2	ENSMUSG00000028221	4	14915176	14864076	+
Gm11837	ENSMUSG00000086587	4	14953030	14929908	+
Gm11844	ENSMUSG00000087241	4	15031987	15022582	+
Tmem64	ENSMUSG00000043252	4	15286753	15265831	+
Calb1	ENSMUSG00000028222	4	15908064	15881264	+
Nbn	ENSMUSG00000028224	4	15992589	15957925	+
A530072M11Rik	ENSMUSG00000085112	4	16266225	16164110	+
Gm11861	ENSMUSG00000086072	4	16509323	16464876	+
Mmp16	ENSMUSG00000028226	4	18119145	17852893	+
Gm11867	ENSMUSG00000087402	4	18891842	18407349	+
Cngb3	ENSMUSG00000056494	4	19510623	19280850	+
Rmdn1	ENSMUSG00000028229	4	19606932	19575162	+
Gm12353	ENSMUSG00000078772	4	19651130	19605451	+
Slc7a13	ENSMUSG00000041052	4	19842218	19818725	+
Ttpa	ENSMUSG00000073988	4	20030785	20007938	+
Ggh	ENSMUSG00000073987	4	20066750	20042052	+
Gm11872	ENSMUSG00000086017	4	20347818	20343706	+
Ccnc	ENSMUSG00000028252	4	21759922	21727701	+
Usp45	ENSMUSG00000040455	4	21837872	21767156	+
Pnisr	ENSMUSG00000028248	4	21876475	21847583	+
Coq3	ENSMUSG00000028247	4	21912162	21879673	+
Faxc	ENSMUSG00000028246	4	21996839	21931329	+
Fbxl4	ENSMUSG00000040410	4	22434091	22357543	+
Gm30731	ENSMUSG00000107859	4	22493126	22490548	+
Gm11884	ENSMUSG00000087098	4	23392503	23260784	+
Mms22l	ENSMUSG00000045751	4	24602950	24496451	+
Gm11899	ENSMUSG00000087399	4	24800310	24792680	+
Ndufaf4	ENSMUSG00000028261	4	24905001	24898083	+
Gpr63	ENSMUSG00000040372	4	25009233	24966407	+
Gm11906	ENSMUSG00000085885	4	25271099	24966517	+
Epha7	ENSMUSG00000028289	4	28967499	28813131	+
Gm11917	ENSMUSG00000087316	4	29088811	29068079	+
Gm11916	ENSMUSG00000086339	4	29091662	29090605	+
Gm11924	ENSMUSG00000087180	4	30523783	30432112	+
4930556G01Rik	ENSMUSG00000085522	4	30796663	30664596	+
Map3k7	ENSMUSG00000028284	4	32023467	31964097	+
Bach2	ENSMUSG00000040270	4	32586108	32238804	+
Bach2it1	ENSMUSG00000087049	4	32265835	32251761	+
Casp8ap2	ENSMUSG00000028282	4	32653265	32615451	+
Mdn1	ENSMUSG00000058006	4	32775217	32657119	+
Lyrm2	ENSMUSG00000045854	4	32801559	32800253	+
Rragd	ENSMUSG00000028278	4	33022180	32983037	+
Ube2j1	ENSMUSG00000028277	4	33052363	33031416	+
Gabrr2	ENSMUSG00000023267	4	33095865	33062999	+
Gabrr1	ENSMUSG00000028280	4	33163588	33132521	+
Srsf12	ENSMUSG00000054679	4	33233340	33208991	+
Rngtt	ENSMUSG00000028274	4	33502614	33310311	+
Cnr1	ENSMUSG00000044288	4	33948831	33924593	+
Gm12753	ENSMUSG00000087602	4	34134800	34130854	+
Akirin2	ENSMUSG00000028291	4	34566908	34550937	+
Rars2	ENSMUSG00000028292	4	34660167	34614957	+
Cga	ENSMUSG00000028298	4	34907370	34893779	+
Gm12364	ENSMUSG00000086792	4	34966965	34962220	+
Ifnk	ENSMUSG00000042993	4	35154005	35152056	+
Gm12367	ENSMUSG00000084828	4	35262222	35225897	+
Gm12371	ENSMUSG00000084898	4	36988032	36952966	+
Gm12374	ENSMUSG00000086026	4	37332515	37249403	+
1700009N14Rik	ENSMUSG00000028287	4	39451776	39450295	+
Aco1	ENSMUSG00000028405	4	40198338	40143081	+
Smim27	ENSMUSG00000028407	4	40270940	40269579	+
4930509K18Rik	ENSMUSG00000087137	4	40317719	40313232	+
Tmem215	ENSMUSG00000046593	4	40477168	40472180	+
Dnaja1	ENSMUSG00000028410	4	40737149	40722150	+
Spink4	ENSMUSG00000028415	4	40931395	40920052	+
Chmp5	ENSMUSG00000028419	4	40965303	40948407	+
Nfx1	ENSMUSG00000028423	4	41025993	40970906	+
Ube2r2	ENSMUSG00000036241	4	41193380	41135743	+
Ubap1	ENSMUSG00000028437	4	41390525	41348996	+
Nudt2	ENSMUSG00000028443	4	41480926	41465151	+
Fam219aos	ENSMUSG00000036162	4	41518929	41517437	+
Gm12404	ENSMUSG00000087623	4	41525823	41520694	+
Dnaic1	ENSMUSG00000061322	4	41638158	41569775	+
Gm12406	ENSMUSG00000084761	4	41641416	41639378	+
Gm12405	ENSMUSG00000087054	4	41643077	41642185	+
Il11ra1	ENSMUSG00000073889	4	41769474	41699989	+
Galt	ENSMUSG00000036073	4	41758695	41755228	+
Gm21541	ENSMUSG00000094065	4	41904743	41903610	+
Gm20878	ENSMUSG00000078747	4	41943124	41941572	+
Fam205a4	ENSMUSG00000078746	4	41971856	41966058	+
Gm3892	ENSMUSG00000095348	4	42089708	42055152	+
Gm3893	ENSMUSG00000094293	4	42092287	42091207	+
Gm13304	ENSMUSG00000073878	4	42115917	42114817	+
Gm13306	ENSMUSG00000073877	4	42158839	42153436	+
Gm17167	ENSMUSG00000091542	4	42235313	42206998	+
Ccl21b	ENSMUSG00000095675	4	42256825	42255693	+
Gm21953	ENSMUSG00000094695	4	42294859	42293921	+
Fam205a3	ENSMUSG00000093996	4	42324068	42318272	+
Gm21586	ENSMUSG00000095234	4	42439970	42438970	+
Gm10591	ENSMUSG00000096596	4	42613253	42612121	+
Ccl27b	ENSMUSG00000096826	4	42655998	42655251	+
4930578G10Rik	ENSMUSG00000054885	4	42846248	42735545	+
Gm12395	ENSMUSG00000085910	4	42738094	42736593	+
Phf24	ENSMUSG00000036062	4	42944752	42916660	+
Dnajb5	ENSMUSG00000036052	4	42959425	42949814	+
1700022I11Rik	ENSMUSG00000028451	4	42983640	42969604	+
Gm26881	ENSMUSG00000096974	4	43053254	43045966	+
Unc13b	ENSMUSG00000028456	4	43264871	43058953	+
Atp8b5	ENSMUSG00000028457	4	43373833	43267159	+
Rusc2	ENSMUSG00000035969	4	43427088	43381979	+
Tesk1	ENSMUSG00000028458	4	43448064	43441939	+
Ccdc107	ENSMUSG00000028461	4	43495921	43492900	+
Car9	ENSMUSG00000028463	4	43513729	43506966	+
Creb3	ENSMUSG00000028466	4	43567060	43562332	+
Rgp1	ENSMUSG00000028468	4	43587487	43578715	+
Gm12472	ENSMUSG00000085351	4	43608755	43588072	+
Npr2	ENSMUSG00000028469	4	43651244	43631935	+
Tmem8b	ENSMUSG00000078716	4	43692668	43668971	+
Hrct1	ENSMUSG00000071001	4	43728639	43727188	+
Spaar	ENSMUSG00000028475	4	43759462	43730034	+
Olfr155	ENSMUSG00000071000	4	43857595	43851565	+
Reck	ENSMUSG00000028476	4	43944806	43875530	+
Glipr2	ENSMUSG00000028480	4	43979118	43957401	+
Ccin	ENSMUSG00000070999	4	43985423	43983483	+
Clta	ENSMUSG00000028478	4	44032846	44004452	+
Gm12503	ENSMUSG00000087326	4	44109311	44092632	+
Melk	ENSMUSG00000035683	4	44364675	44300876	+
Gm12462	ENSMUSG00000086211	4	44685347	44664415	+
Zcchc7	ENSMUSG00000035649	4	44932215	44755877	+
Gm12678	ENSMUSG00000084854	4	44948330	44943753	+
Gm12493	ENSMUSG00000086000	4	44971096	44967769	+
Grhpr	ENSMUSG00000035637	4	44990734	44981395	+
1700055D18Rik	ENSMUSG00000070997	4	45015406	45011687	+
Polr1e	ENSMUSG00000028318	4	45036565	45018583	+
Frmpd1	ENSMUSG00000035615	4	45285936	45184875	+
Trmt10b	ENSMUSG00000035601	4	45316131	45297127	+
Dcaf10	ENSMUSG00000035572	4	45379759	45342101	+
Gm12408	ENSMUSG00000085980	4	45646111	45639744	+
Gm829	ENSMUSG00000073860	4	45723338	45683589	+
Gm12410	ENSMUSG00000085305	4	45716421	45715169	+
Aldh1b1	ENSMUSG00000035561	4	45804604	45799022	+
Stra6l	ENSMUSG00000028327	4	45887008	45848664	+
Ccdc180	ENSMUSG00000035539	4	45950774	45890303	+
Tdrd7	ENSMUSG00000035517	4	46034761	45965334	+
Tmod1	ENSMUSG00000028328	4	46116032	46038935	+
Ncbp1	ENSMUSG00000028330	4	46172403	46138613	+
Foxe1	ENSMUSG00000070990	4	46346412	46343609	+
Anp32b	ENSMUSG00000028333	4	46472657	46450902	+
Nans	ENSMUSG00000028334	4	46503632	46489248	+
Gm16731	ENSMUSG00000085990	4	46539802	46535901	+
Galnt12	ENSMUSG00000039774	4	47123070	47091909	+
Col15a1	ENSMUSG00000028339	4	47313167	47208161	+
Tgfbr1	ENSMUSG00000007613	4	47414931	47353222	+
Sec61b	ENSMUSG00000053317	4	47483242	47474658	+
Gm12434	ENSMUSG00000085660	4	47998261	47996456	+
Nr4a3	ENSMUSG00000028341	4	48086447	48045153	+
Stx17	ENSMUSG00000061455	4	48186507	48124915	+
Invs	ENSMUSG00000028344	4	48431954	48279760	+
Msantd3	ENSMUSG00000039693	4	48561919	48539935	+
Tmeff1	ENSMUSG00000028347	4	48663131	48585174	+
Cavin4	ENSMUSG00000028348	4	48673502	48663514	+
Gm12436	ENSMUSG00000084787	4	48963237	48898593	+
Plppr1	ENSMUSG00000063446	4	49340259	49059273	+
Zfp189	ENSMUSG00000039634	4	49531517	49521176	+
Rnf20	ENSMUSG00000028309	4	49656887	49632006	+
Cylc2	ENSMUSG00000039555	4	51250622	51216678	+
Smc2	ENSMUSG00000028312	4	52488260	52439243	+
Toporsl	ENSMUSG00000028314	4	52612430	52596274	+
Olfr275	ENSMUSG00000089717	4	52828269	52814604	+
Olfr270	ENSMUSG00000070983	4	52972474	52964547	+
Nipsnap3a	ENSMUSG00000015242	4	53001162	52989272	+
Nipsnap3b	ENSMUSG00000015247	4	53022060	53011880	+
4930522O17Rik	ENSMUSG00000086947	4	53251115	53246196	+
Slc44a1	ENSMUSG00000028412	4	53622478	53440413	+
Fsd1l	ENSMUSG00000054752	4	53707009	53631471	+
Fktn	ENSMUSG00000028414	4	53777890	53713998	+
Tal2	ENSMUSG00000028417	4	53788712	53779705	+
Tmem38b	ENSMUSG00000028420	4	53862019	53826045	+
Gm12478	ENSMUSG00000086371	4	54689451	54646542	+
Gm12480	ENSMUSG00000087077	4	54656077	54651903	+
Zfp462	ENSMUSG00000060206	4	55083563	54945048	+
Rad23b	ENSMUSG00000028426	4	55392237	55350043	+
Gm12511	ENSMUSG00000066176	4	55599296	55563265	+
Gm12506	ENSMUSG00000085375	4	55636901	55605149	+
Gm26657	ENSMUSG00000096930	4	56741377	56740070	+
Actl7a	ENSMUSG00000070979	4	56744925	56743413	+
Abitram	ENSMUSG00000038827	4	56809601	56802345	+
Gm12530	ENSMUSG00000085967	4	57176554	57172071	+
Gm12536	ENSMUSG00000085654	4	57307305	57300096	+
Pakap	ENSMUSG00000090053	4	57712016	57434247	+
Pakap	ENSMUSG00000038729	4	57896984	57717657	+
Musk	ENSMUSG00000057280	4	58374303	58285960	+
Zkscan16	ENSMUSG00000038630	4	58958355	58943628	+
Dnajc25	ENSMUSG00000070972	4	59025573	58995062	+
Gng10	ENSMUSG00000038607	4	59041903	59035088	+
Ugcg	ENSMUSG00000028381	4	59222833	59189257	+
Gm12596	ENSMUSG00000086952	4	59263269	59260051	+
Hsdl2	ENSMUSG00000028383	4	59618689	59581563	+
E130308A19Rik	ENSMUSG00000045071	4	59761439	59626211	+
Snx30	ENSMUSG00000028385	4	59904737	59805840	+
Mup6	ENSMUSG00000078689	4	60007274	59964294	+
Gm13773	ENSMUSG00000086253	4	60521169	60502841	+
Gm13775	ENSMUSG00000081207	4	61801286	61783123	+
Gm12909	ENSMUSG00000085404	4	62090524	62088288	+
Gm12910	ENSMUSG00000086530	4	62120929	62112931	+
Slc31a2	ENSMUSG00000066152	4	62298411	62262562	+
Slc31a1	ENSMUSG00000066150	4	62391769	62360727	+
Prpf4	ENSMUSG00000066148	4	62426990	62408797	+
Bspry	ENSMUSG00000028392	4	62497298	62480053	+
4933430I17Rik	ENSMUSG00000058046	4	62547993	62525369	+
Rgs3	ENSMUSG00000059810	4	62704001	62559847	+
Gm11210	ENSMUSG00000085223	4	62725737	62705981	+
Zfp618	ENSMUSG00000028358	4	63139708	62965573	+
Col27a1	ENSMUSG00000045672	4	63334991	63214004	+
Orm1	ENSMUSG00000039196	4	63348163	63344560	+
Orm3	ENSMUSG00000028359	4	63359511	63356162	+
Orm2	ENSMUSG00000061540	4	63365878	63362449	+
Aknaos	ENSMUSG00000086953	4	63394018	63381358	+
Atp6v1g1	ENSMUSG00000039105	4	63550750	63544772	+
Tmem268	ENSMUSG00000045917	4	63586357	63558781	+
Gm11482	ENSMUSG00000086817	4	63639440	63634421	+
8030451A03Rik	ENSMUSG00000073821	4	64149924	63979854	+
Gm11216	ENSMUSG00000086755	4	64083814	64075533	+
Pappa	ENSMUSG00000028370	4	65357509	65124174	+
Trim32	ENSMUSG00000051675	4	65616238	65604986	+
Tlr4	ENSMUSG00000039005	4	66930284	66827584	+
Gm11751	ENSMUSG00000086364	4	68137113	68023031	+
Gm11234	ENSMUSG00000086696	4	71999559	71980477	+
Gm11250	ENSMUSG00000086027	4	72169449	72168768	+
C630043F03Rik	ENSMUSG00000084910	4	72215352	72201348	+
Gm11238	ENSMUSG00000095935	4	73657291	73607881	+
Gm11237	ENSMUSG00000094116	4	73627027	73622984	+
Gm11236	ENSMUSG00000096700	4	73642161	73638121	+
Gm11239	ENSMUSG00000095048	4	73672396	73668354	+
Gm428	ENSMUSG00000095341	4	73687558	73683516	+
Gm11240	ENSMUSG00000085034	4	73798372	73791246	+
Frmd3	ENSMUSG00000049122	4	74202214	74013442	+
Kdm4c	ENSMUSG00000028397	4	74405860	74242497	+
Gm42303	ENSMUSG00000110373	4	76490113	76451231	+
B230208B08Rik	ENSMUSG00000092492	4	78214177	78211955	+
Tyrp1	ENSMUSG00000005994	4	80851719	80834123	+
Lurap1l	ENSMUSG00000048706	4	80955628	80910646	+
Gm11412	ENSMUSG00000087540	4	81746701	81743146	+
Gm5860	ENSMUSG00000085022	4	82102808	82065431	+
Gm11266	ENSMUSG00000087413	4	82547292	82508016	+
Gm11269	ENSMUSG00000086293	4	82693711	82692805	+
Gm11184	ENSMUSG00000087592	4	83392205	83383064	+
Snapc3	ENSMUSG00000028483	4	83467676	83417724	+
Ccdc171	ENSMUSG00000052407	4	83864670	83525545	+
Gm26968	ENSMUSG00000097942	4	83744157	83743677	+
Gm12415	ENSMUSG00000086413	4	84742291	84741475	+
Cntln	ENSMUSG00000038070	4	85131921	84884309	+
Sh3gl2	ENSMUSG00000028488	4	85639195	85205126	+
Adamtsl1	ENSMUSG00000066113	4	86428385	85514172	+
Saxo1os	ENSMUSG00000085108	4	86559804	86558446	+
Rraga	ENSMUSG00000070934	4	86577285	86575668	+
Dennd4c	ENSMUSG00000038024	4	86850603	86748555	+
Acer2	ENSMUSG00000038007	4	86934822	86874396	+
Gm12600	ENSMUSG00000086512	4	87301270	87298362	+
Gm12631	ENSMUSG00000084809	4	88034998	88033501	+
Focad	ENSMUSG00000038368	4	88411011	88094629	+
Gm26566	ENSMUSG00000097078	4	88722842	88721805	+
Gm13271	ENSMUSG00000094618	4	88755416	88754868	+
Gm13283	ENSMUSG00000100505	4	88761581	88760119	+
Gm13290	ENSMUSG00000094271	4	88774801	88773834	+
Gm13289	ENSMUSG00000096582	4	88777470	88776922	+
Gm13272	ENSMUSG00000096591	4	88780660	88779850	+
Ifnz	ENSMUSG00000096854	4	88783592	88782131	+
Gm13276	ENSMUSG00000099545	4	88786257	88785709	+
Gm13277	ENSMUSG00000100234	4	88789180	88788632	+
Gm13278	ENSMUSG00000101163	4	88792098	88791550	+
Gm13275	ENSMUSG00000099518	4	88795035	88794487	+
Gm13279	ENSMUSG00000099420	4	88797945	88797397	+
Gm13285	ENSMUSG00000095101	4	88801126	88799665	+
Gm13287	ENSMUSG00000094648	4	88803802	88803254	+
Gm13288	ENSMUSG00000070908	4	88808380	88805531	+
Ifna7	ENSMUSG00000100713	4	88816800	88816228	+
Ifna11	ENSMUSG00000100549	4	88820531	88819959	+
Ifna6	ENSMUSG00000101252	4	88827985	88827416	+
Ifna5	ENSMUSG00000096682	4	88836094	88835525	+
Ifna4	ENSMUSG00000070904	4	88842421	88841861	+
Ifna1	ENSMUSG00000095498	4	88850656	88850087	+
Wincr1	ENSMUSG00000085183	4	89084614	89050308	+
Mtap	ENSMUSG00000062937	4	89181081	89137122	+
Gm12609	ENSMUSG00000085147	4	89399880	89381957	+
Gm12610	ENSMUSG00000086035	4	89463487	89421848	+
Dmrta1	ENSMUSG00000043753	4	89694772	89679436	+
Gm12629	ENSMUSG00000085690	4	90190009	90185527	+
Zfp352	ENSMUSG00000070902	4	90225702	90218820	+
Gm12668	ENSMUSG00000085817	4	91630139	91626589	+
Gm12670	ENSMUSG00000086042	4	91651152	91646315	+
Gm12637	ENSMUSG00000085209	4	92548304	92528551	+
Ift74	ENSMUSG00000028576	4	94693229	94614491	+
Tek	ENSMUSG00000006386	4	94874976	94739289	+
Gm12694	ENSMUSG00000086251	4	95028544	94979203	+
Junos	ENSMUSG00000087366	4	95167318	95051534	+
Gm28096	ENSMUSG00000100189	4	95157503	95151740	+
Gm12708	ENSMUSG00000084918	4	95209727	95193313	+
Gm12707	ENSMUSG00000085835	4	95487401	95483956	+
Fggy	ENSMUSG00000028573	4	95926939	95557507	+
Hook1	ENSMUSG00000028572	4	96025413	95967240	+
Nfia	ENSMUSG00000028565	4	98118874	97772734	+
0610025J13Rik	ENSMUSG00000046683	4	98331791	98321398	+
Patj	ENSMUSG00000061859	4	98719603	98395785	+
L1td1	ENSMUSG00000087166	4	98738480	98726734	+
Kank4os	ENSMUSG00000085843	4	98798900	98793768	+
Usp1	ENSMUSG00000028560	4	98935543	98923810	+
Angptl3	ENSMUSG00000028553	4	99046111	99030954	+
Gm12705	ENSMUSG00000087395	4	99118301	99116414	+
Atg4c	ENSMUSG00000028550	4	99259787	99193934	+
Gm12689	ENSMUSG00000070891	4	99297258	99295900	+
Gm12690	ENSMUSG00000087332	4	99573011	99569500	+
Foxd3	ENSMUSG00000067261	4	99658622	99656299	+
Alg6	ENSMUSG00000073792	4	99763460	99715664	+
Efcab7	ENSMUSG00000073791	4	99912788	99829198	+
Pgm1	ENSMUSG00000025791	4	99987294	99929414	+
Gm12702	ENSMUSG00000085142	4	100065984	100052520	+
Ror1	ENSMUSG00000035305	4	100444765	100095791	+
Gm12701	ENSMUSG00000086385	4	100120841	100119621	+
Ube2u	ENSMUSG00000069733	4	100550147	100478849	+
Cachd1	ENSMUSG00000028532	4	101029220	100776675	+
Raver2	ENSMUSG00000035275	4	101152370	101068983	+
Gm12801	ENSMUSG00000085863	4	101285203	101284221	+
0610043K17Rik	ENSMUSG00000087361	4	101399181	101353783	+
Gm12798	ENSMUSG00000084758	4	101407856	101403081	+
Ak4	ENSMUSG00000028527	4	101466995	101419277	+
Dnajc6	ENSMUSG00000028528	4	101642799	101496631	+
Leprot	ENSMUSG00000035212	4	101659364	101647718	+
Lepr	ENSMUSG00000057722	4	101815352	101717404	+
Gm12800	ENSMUSG00000037028	4	101911908	101909121	+
Gm12794	ENSMUSG00000070890	4	101943183	101940407	+
Gm12789	ENSMUSG00000078625	4	101990053	101986626	+
Pde4b	ENSMUSG00000028525	4	102607259	102087543	+
Sgip1	ENSMUSG00000028524	4	102973628	102741297	+
Tctex1d1	ENSMUSG00000028523	4	103005594	102978606	+
Mier1	ENSMUSG00000028522	4	103165754	103114390	+
Gm44037	ENSMUSG00000107726	4	103219592	103217702	+
4930456L15Rik	ENSMUSG00000078618	4	103311832	103290959	+
Oma1	ENSMUSG00000035069	4	103371868	103313812	+
Gm12718	ENSMUSG00000086136	4	103492040	103382500	+
Dab1	ENSMUSG00000028519	4	104744844	103619359	+
C8b	ENSMUSG00000029656	4	104804548	104766317	+
Gm17662	ENSMUSG00000095386	4	104859137	104857329	+
Fyb2	ENSMUSG00000078612	4	105016863	104913456	+
Plpp3	ENSMUSG00000028517	4	105232764	105157347	+
Gm12728	ENSMUSG00000083780	4	105794711	105789869	+
Gm12724	ENSMUSG00000086249	4	106290026	106241216	+
Gm12730	ENSMUSG00000087051	4	106292255	106291269	+
Usp24	ENSMUSG00000028514	4	106441322	106316213	+
Dhcr24	ENSMUSG00000034926	4	106589113	106561038	+
Ttc22	ENSMUSG00000034919	4	106640189	106622432	+
Pars2	ENSMUSG00000043572	4	106655282	106651069	+
Fam151a	ENSMUSG00000034871	4	106748292	106733889	+
Ssbp3	ENSMUSG00000061887	4	107049694	106910701	+
Cyb5rl	ENSMUSG00000028621	4	107088268	107066988	+
Cdcp2	ENSMUSG00000047636	4	107113125	107096891	+
Gm12802	ENSMUSG00000085304	4	107136252	107126613	+
Tmem59	ENSMUSG00000028618	4	107200996	107178399	+
Ldlrad1	ENSMUSG00000070877	4	107218060	107209180	+
Hspb11	ENSMUSG00000063172	4	107279938	107253593	+
Yipf1	ENSMUSG00000057375	4	107359823	107314363	+
Ndc1	ENSMUSG00000028614	4	107416346	107367784	+
Glis1	ENSMUSG00000034762	4	107635061	107434591	+
1700047F07Rik	ENSMUSG00000085549	4	107758985	107689701	+
Gm12907	ENSMUSG00000087195	4	107770601	107765080	+
4933424M12Rik	ENSMUSG00000087289	4	107789921	107783720	+
Lrp8	ENSMUSG00000028613	4	107876840	107801869	+
Magoh	ENSMUSG00000028609	4	107887424	107879755	+
Czib	ENSMUSG00000028608	4	107899384	107889813	+
4930407G08Rik	ENSMUSG00000086713	4	107960721	107953932	+
Slc1a7	ENSMUSG00000008932	4	108013532	107968332	+
Echdc2	ENSMUSG00000028601	4	108179308	108165437	+
Coa7	ENSMUSG00000048351	4	108341544	108328140	+
Tut4	ENSMUSG00000034610	4	108559421	108459426	+
Gm12737	ENSMUSG00000085093	4	108516817	108513781	+
Orc1	ENSMUSG00000028587	4	108614833	108579423	+
Cc2d1b	ENSMUSG00000028582	4	108634123	108619940	+
3110021N24Rik	ENSMUSG00000094958	4	108781904	108719649	+
Txndc12	ENSMUSG00000028567	4	108862127	108834601	+
Kti12	ENSMUSG00000073775	4	108849413	108847785	+
Rab3b	ENSMUSG00000003411	4	108943324	108879063	+
Nrd1	ENSMUSG00000053510	4	109061777	109000655	+
Calr4	ENSMUSG00000028558	4	109254571	109234485	+
Eps15	ENSMUSG00000028552	4	109387817	109280268	+
Ttc39a	ENSMUSG00000028555	4	109444745	109406623	+
Gm12811	ENSMUSG00000087641	4	109656791	109569214	+
Faf1	ENSMUSG00000010517	4	109963960	109676588	+
Dmrta2	ENSMUSG00000047143	4	109983687	109978053	+
Agbl4	ENSMUSG00000061298	4	111664324	110397661	+
Bend5	ENSMUSG00000028545	4	111460298	111415006	+
Spata6	ENSMUSG00000034401	4	111829184	111719984	+
Skint8	ENSMUSG00000078599	4	111950358	111919392	+
Skint7	ENSMUSG00000049214	4	111988223	111972923	+
Skint1	ENSMUSG00000089773	4	112029538	112006269	+
Skint4	ENSMUSG00000055960	4	112168076	112072016	+
Skint3	ENSMUSG00000070868	4	112300468	112232245	+
Skint2	ENSMUSG00000034359	4	112652248	112557194	+
Gm12823	ENSMUSG00000085878	4	112945317	112923696	+
Skint11	ENSMUSG00000057977	4	114245028	114163384	+
Trabd2b	ENSMUSG00000070867	4	114615098	114406724	+
Gm12829	ENSMUSG00000085870	4	114687595	114680804	+
Gm12830	ENSMUSG00000055198	4	114856166	114821722	+
Foxd2os	ENSMUSG00000085399	4	114921967	114909257	+
Stil	ENSMUSG00000028718	4	115043196	115000159	+
Tal1	ENSMUSG00000028717	4	115071755	115056426	+
Pdzk1ip1	ENSMUSG00000028716	4	115093899	115088708	+
Cyp4x1os	ENSMUSG00000086896	4	115137864	115133832	+
Cyp4a29	ENSMUSG00000083138	4	115254557	115242084	+
Cyp4a12a	ENSMUSG00000066071	4	115332815	115299046	+
Cyp4a12b	ENSMUSG00000078597	4	115439034	115411624	+
Cyp4a30b	ENSMUSG00000084346	4	115471062	115452604	+
Cyp4a10	ENSMUSG00000066072	4	115533649	115518264	+
Cyp4a31	ENSMUSG00000028712	4	115579015	115563649	+
Cyp4a32	ENSMUSG00000063929	4	115621602	115600969	+
Efcab14	ENSMUSG00000034210	4	115777327	115737744	+
Atpaf1	ENSMUSG00000028710	4	115822655	115784812	+
Mob3c	ENSMUSG00000028709	4	115836185	115828092	+
Mknk1	ENSMUSG00000028708	4	115879250	115839198	+
Kncn	ENSMUSG00000073774	4	115889526	115884400	+
6430628N08Rik	ENSMUSG00000034185	4	115899227	115890665	+
Lrrc41	ENSMUSG00000028703	4	116097043	116075269	+
Pomgnt1	ENSMUSG00000028700	4	116159849	116123840	+
1700042G07Rik	ENSMUSG00000078593	4	116174290	116173372	+
Gm12951	ENSMUSG00000085920	4	116177732	116176246	+
Pik3r3	ENSMUSG00000028698	4	116303056	116221618	+
Ipp	ENSMUSG00000028696	4	116538243	116507549	+
